genres,app_name,release_date,specs,price,early_access,sentiment,metascore,año,specs_encoded,genres_encoded,sentiment_code
Indie,Event[0],2016-09-14,Single player,19.99,False,Mostly Positive,75,2016,32,3,6.0
Indie,Event[0],2016-09-14, Steam Achievements,19.99,False,Mostly Positive,75,2016,19,3,6.0
Indie,Event[0],2016-09-14, Steam Trading Cards,19.99,False,Mostly Positive,75,2016,22,3,6.0
Indie,Event[0],2016-09-14, Steam Cloud,19.99,False,Mostly Positive,75,2016,20,3,6.0
Adventure,Ember,2016-09-09,Single player,9.99,False,Mostly Positive,70,2016,32,1,6.0
Adventure,Ember,2016-09-09, Steam Achievements,9.99,False,Mostly Positive,70,2016,19,1,6.0
Adventure,Ember,2016-09-09, Steam Trading Cards,9.99,False,Mostly Positive,70,2016,22,1,6.0
Adventure,Ember,2016-09-09, Steam Cloud,9.99,False,Mostly Positive,70,2016,20,1,6.0
Indie,Ember,2016-09-09,Single player,9.99,False,Mostly Positive,70,2016,32,3,6.0
Indie,Ember,2016-09-09, Steam Achievements,9.99,False,Mostly Positive,70,2016,19,3,6.0
Indie,Ember,2016-09-09, Steam Trading Cards,9.99,False,Mostly Positive,70,2016,22,3,6.0
Indie,Ember,2016-09-09, Steam Cloud,9.99,False,Mostly Positive,70,2016,20,3,6.0
RPG,Ember,2016-09-09,Single player,9.99,False,Mostly Positive,70,2016,32,4,6.0
RPG,Ember,2016-09-09, Steam Achievements,9.99,False,Mostly Positive,70,2016,19,4,6.0
RPG,Ember,2016-09-09, Steam Trading Cards,9.99,False,Mostly Positive,70,2016,22,4,6.0
RPG,Ember,2016-09-09, Steam Cloud,9.99,False,Mostly Positive,70,2016,20,4,6.0
Strategy,Ember,2016-09-09,Single player,9.99,False,Mostly Positive,70,2016,32,8,6.0
Strategy,Ember,2016-09-09, Steam Achievements,9.99,False,Mostly Positive,70,2016,19,8,6.0
Strategy,Ember,2016-09-09, Steam Trading Cards,9.99,False,Mostly Positive,70,2016,22,8,6.0
Strategy,Ember,2016-09-09, Steam Cloud,9.99,False,Mostly Positive,70,2016,20,8,6.0
Adventure,STEINS;GATE,2016-09-08,Single player,34.99,False,Overwhelmingly Positive,87,2016,32,1,8.0
Adventure,STEINS;GATE,2016-09-08, Steam Achievements,34.99,False,Overwhelmingly Positive,87,2016,19,1,8.0
Adventure,STEINS;GATE,2016-09-08, Steam Trading Cards,34.99,False,Overwhelmingly Positive,87,2016,22,1,8.0
Adventure,STEINS;GATE,2016-09-08, Partial Controller Support,34.99,False,Overwhelmingly Positive,87,2016,16,1,8.0
Adventure,STEINS;GATE,2016-09-08, Steam Cloud,34.99,False,Overwhelmingly Positive,87,2016,20,1,8.0
Simulation,Project Highrise,2016-09-08,Single player,19.99,False,Very Positive,73,2016,32,6,7.0
Simulation,Project Highrise,2016-09-08, Steam Achievements,19.99,False,Very Positive,73,2016,19,6,7.0
Simulation,Project Highrise,2016-09-08, Steam Trading Cards,19.99,False,Very Positive,73,2016,22,6,7.0
Simulation,Project Highrise,2016-09-08, Steam Workshop,19.99,False,Very Positive,73,2016,24,6,7.0
Simulation,Project Highrise,2016-09-08, Steam Cloud,19.99,False,Very Positive,73,2016,20,6,7.0
Strategy,Project Highrise,2016-09-08,Single player,19.99,False,Very Positive,73,2016,32,8,7.0
Strategy,Project Highrise,2016-09-08, Steam Achievements,19.99,False,Very Positive,73,2016,19,8,7.0
Strategy,Project Highrise,2016-09-08, Steam Trading Cards,19.99,False,Very Positive,73,2016,22,8,7.0
Strategy,Project Highrise,2016-09-08, Steam Workshop,19.99,False,Very Positive,73,2016,24,8,7.0
Strategy,Project Highrise,2016-09-08, Steam Cloud,19.99,False,Very Positive,73,2016,20,8,7.0
Action,How to Survive 2,2016-09-08,Single player,14.99,False,Mostly Positive,69,2016,32,0,6.0
Action,How to Survive 2,2016-09-08, Multi player,14.99,False,Mostly Positive,69,2016,13,0,6.0
Action,How to Survive 2,2016-09-08, Online Multi Player,14.99,False,Mostly Positive,69,2016,15,0,6.0
Action,How to Survive 2,2016-09-08, Local Multi Player,14.99,False,Mostly Positive,69,2016,11,0,6.0
Action,How to Survive 2,2016-09-08, Co op,14.99,False,Mostly Positive,69,2016,1,0,6.0
Action,How to Survive 2,2016-09-08, Online Co op,14.99,False,Mostly Positive,69,2016,14,0,6.0
Action,How to Survive 2,2016-09-08, Steam Achievements,14.99,False,Mostly Positive,69,2016,19,0,6.0
Action,How to Survive 2,2016-09-08, Full controller support,14.99,False,Mostly Positive,69,2016,5,0,6.0
Action,How to Survive 2,2016-09-08, Steam Trading Cards,14.99,False,Mostly Positive,69,2016,22,0,6.0
Action,How to Survive 2,2016-09-08, Steam Cloud,14.99,False,Mostly Positive,69,2016,20,0,6.0
Action,How to Survive 2,2016-09-08, Steam Leaderboards,14.99,False,Mostly Positive,69,2016,21,0,6.0
Adventure,How to Survive 2,2016-09-08,Single player,14.99,False,Mostly Positive,69,2016,32,1,6.0
Adventure,How to Survive 2,2016-09-08, Multi player,14.99,False,Mostly Positive,69,2016,13,1,6.0
Adventure,How to Survive 2,2016-09-08, Online Multi Player,14.99,False,Mostly Positive,69,2016,15,1,6.0
Adventure,How to Survive 2,2016-09-08, Local Multi Player,14.99,False,Mostly Positive,69,2016,11,1,6.0
Adventure,How to Survive 2,2016-09-08, Co op,14.99,False,Mostly Positive,69,2016,1,1,6.0
Adventure,How to Survive 2,2016-09-08, Online Co op,14.99,False,Mostly Positive,69,2016,14,1,6.0
Adventure,How to Survive 2,2016-09-08, Steam Achievements,14.99,False,Mostly Positive,69,2016,19,1,6.0
Adventure,How to Survive 2,2016-09-08, Full controller support,14.99,False,Mostly Positive,69,2016,5,1,6.0
Adventure,How to Survive 2,2016-09-08, Steam Trading Cards,14.99,False,Mostly Positive,69,2016,22,1,6.0
Adventure,How to Survive 2,2016-09-08, Steam Cloud,14.99,False,Mostly Positive,69,2016,20,1,6.0
Adventure,How to Survive 2,2016-09-08, Steam Leaderboards,14.99,False,Mostly Positive,69,2016,21,1,6.0
RPG,How to Survive 2,2016-09-08,Single player,14.99,False,Mostly Positive,69,2016,32,4,6.0
RPG,How to Survive 2,2016-09-08, Multi player,14.99,False,Mostly Positive,69,2016,13,4,6.0
RPG,How to Survive 2,2016-09-08, Online Multi Player,14.99,False,Mostly Positive,69,2016,15,4,6.0
RPG,How to Survive 2,2016-09-08, Local Multi Player,14.99,False,Mostly Positive,69,2016,11,4,6.0
RPG,How to Survive 2,2016-09-08, Co op,14.99,False,Mostly Positive,69,2016,1,4,6.0
RPG,How to Survive 2,2016-09-08, Online Co op,14.99,False,Mostly Positive,69,2016,14,4,6.0
RPG,How to Survive 2,2016-09-08, Steam Achievements,14.99,False,Mostly Positive,69,2016,19,4,6.0
RPG,How to Survive 2,2016-09-08, Full controller support,14.99,False,Mostly Positive,69,2016,5,4,6.0
RPG,How to Survive 2,2016-09-08, Steam Trading Cards,14.99,False,Mostly Positive,69,2016,22,4,6.0
RPG,How to Survive 2,2016-09-08, Steam Cloud,14.99,False,Mostly Positive,69,2016,20,4,6.0
RPG,How to Survive 2,2016-09-08, Steam Leaderboards,14.99,False,Mostly Positive,69,2016,21,4,6.0
Action,Unbox: Newbie's Adventure,2016-09-05,Single player,19.99,False,Very Positive,68,2016,32,0,7.0
Action,Unbox: Newbie's Adventure,2016-09-05, Local Multi Player,19.99,False,Very Positive,68,2016,11,0,7.0
Action,Unbox: Newbie's Adventure,2016-09-05, Shared/Split Screen,19.99,False,Very Positive,68,2016,17,0,7.0
Action,Unbox: Newbie's Adventure,2016-09-05, Steam Achievements,19.99,False,Very Positive,68,2016,19,0,7.0
Action,Unbox: Newbie's Adventure,2016-09-05, Full controller support,19.99,False,Very Positive,68,2016,5,0,7.0
Action,Unbox: Newbie's Adventure,2016-09-05, Steam Trading Cards,19.99,False,Very Positive,68,2016,22,0,7.0
Action,Unbox: Newbie's Adventure,2016-09-05, Steam Cloud,19.99,False,Very Positive,68,2016,20,0,7.0
Adventure,Unbox: Newbie's Adventure,2016-09-05,Single player,19.99,False,Very Positive,68,2016,32,1,7.0
Adventure,Unbox: Newbie's Adventure,2016-09-05, Local Multi Player,19.99,False,Very Positive,68,2016,11,1,7.0
Adventure,Unbox: Newbie's Adventure,2016-09-05, Shared/Split Screen,19.99,False,Very Positive,68,2016,17,1,7.0
Adventure,Unbox: Newbie's Adventure,2016-09-05, Steam Achievements,19.99,False,Very Positive,68,2016,19,1,7.0
Adventure,Unbox: Newbie's Adventure,2016-09-05, Full controller support,19.99,False,Very Positive,68,2016,5,1,7.0
Adventure,Unbox: Newbie's Adventure,2016-09-05, Steam Trading Cards,19.99,False,Very Positive,68,2016,22,1,7.0
Adventure,Unbox: Newbie's Adventure,2016-09-05, Steam Cloud,19.99,False,Very Positive,68,2016,20,1,7.0
Indie,Unbox: Newbie's Adventure,2016-09-05,Single player,19.99,False,Very Positive,68,2016,32,3,7.0
Indie,Unbox: Newbie's Adventure,2016-09-05, Local Multi Player,19.99,False,Very Positive,68,2016,11,3,7.0
Indie,Unbox: Newbie's Adventure,2016-09-05, Shared/Split Screen,19.99,False,Very Positive,68,2016,17,3,7.0
Indie,Unbox: Newbie's Adventure,2016-09-05, Steam Achievements,19.99,False,Very Positive,68,2016,19,3,7.0
Indie,Unbox: Newbie's Adventure,2016-09-05, Full controller support,19.99,False,Very Positive,68,2016,5,3,7.0
Indie,Unbox: Newbie's Adventure,2016-09-05, Steam Trading Cards,19.99,False,Very Positive,68,2016,22,3,7.0
Indie,Unbox: Newbie's Adventure,2016-09-05, Steam Cloud,19.99,False,Very Positive,68,2016,20,3,7.0
Action,Mother Russia Bleeds,2016-09-05,Single player,14.99,False,Very Positive,70,2016,32,0,7.0
Action,Mother Russia Bleeds,2016-09-05, Local Multi Player,14.99,False,Very Positive,70,2016,11,0,7.0
Action,Mother Russia Bleeds,2016-09-05, Local Co op,14.99,False,Very Positive,70,2016,10,0,7.0
Action,Mother Russia Bleeds,2016-09-05, Shared/Split Screen,14.99,False,Very Positive,70,2016,17,0,7.0
Action,Mother Russia Bleeds,2016-09-05, Steam Achievements,14.99,False,Very Positive,70,2016,19,0,7.0
Action,Mother Russia Bleeds,2016-09-05, Full controller support,14.99,False,Very Positive,70,2016,5,0,7.0
Action,Mother Russia Bleeds,2016-09-05, Steam Trading Cards,14.99,False,Very Positive,70,2016,22,0,7.0
Action,Mother Russia Bleeds,2016-09-05, Steam Cloud,14.99,False,Very Positive,70,2016,20,0,7.0
Action,Mother Russia Bleeds,2016-09-05, Steam Leaderboards,14.99,False,Very Positive,70,2016,21,0,7.0
Indie,Mother Russia Bleeds,2016-09-05,Single player,14.99,False,Very Positive,70,2016,32,3,7.0
Indie,Mother Russia Bleeds,2016-09-05, Local Multi Player,14.99,False,Very Positive,70,2016,11,3,7.0
Indie,Mother Russia Bleeds,2016-09-05, Local Co op,14.99,False,Very Positive,70,2016,10,3,7.0
Indie,Mother Russia Bleeds,2016-09-05, Shared/Split Screen,14.99,False,Very Positive,70,2016,17,3,7.0
Indie,Mother Russia Bleeds,2016-09-05, Steam Achievements,14.99,False,Very Positive,70,2016,19,3,7.0
Indie,Mother Russia Bleeds,2016-09-05, Full controller support,14.99,False,Very Positive,70,2016,5,3,7.0
Indie,Mother Russia Bleeds,2016-09-05, Steam Trading Cards,14.99,False,Very Positive,70,2016,22,3,7.0
Indie,Mother Russia Bleeds,2016-09-05, Steam Cloud,14.99,False,Very Positive,70,2016,20,3,7.0
Indie,Mother Russia Bleeds,2016-09-05, Steam Leaderboards,14.99,False,Very Positive,70,2016,21,3,7.0
Action,Tadpole Treble,2016-09-02,Single player,4.99,False,Very Positive,90,2016,32,0,7.0
Action,Tadpole Treble,2016-09-02, Steam Achievements,4.99,False,Very Positive,90,2016,19,0,7.0
Action,Tadpole Treble,2016-09-02, Steam Trading Cards,4.99,False,Very Positive,90,2016,22,0,7.0
Action,Tadpole Treble,2016-09-02, Partial Controller Support,4.99,False,Very Positive,90,2016,16,0,7.0
Action,Tadpole Treble,2016-09-02, Includes level editor,4.99,False,Very Positive,90,2016,9,0,7.0
Action,Tadpole Treble,2016-09-02, Commentary available,4.99,False,Very Positive,90,2016,2,0,7.0
Adventure,Tadpole Treble,2016-09-02,Single player,4.99,False,Very Positive,90,2016,32,1,7.0
Adventure,Tadpole Treble,2016-09-02, Steam Achievements,4.99,False,Very Positive,90,2016,19,1,7.0
Adventure,Tadpole Treble,2016-09-02, Steam Trading Cards,4.99,False,Very Positive,90,2016,22,1,7.0
Adventure,Tadpole Treble,2016-09-02, Partial Controller Support,4.99,False,Very Positive,90,2016,16,1,7.0
Adventure,Tadpole Treble,2016-09-02, Includes level editor,4.99,False,Very Positive,90,2016,9,1,7.0
Adventure,Tadpole Treble,2016-09-02, Commentary available,4.99,False,Very Positive,90,2016,2,1,7.0
Indie,Tadpole Treble,2016-09-02,Single player,4.99,False,Very Positive,90,2016,32,3,7.0
Indie,Tadpole Treble,2016-09-02, Steam Achievements,4.99,False,Very Positive,90,2016,19,3,7.0
Indie,Tadpole Treble,2016-09-02, Steam Trading Cards,4.99,False,Very Positive,90,2016,22,3,7.0
Indie,Tadpole Treble,2016-09-02, Partial Controller Support,4.99,False,Very Positive,90,2016,16,3,7.0
Indie,Tadpole Treble,2016-09-02, Includes level editor,4.99,False,Very Positive,90,2016,9,3,7.0
Indie,Tadpole Treble,2016-09-02, Commentary available,4.99,False,Very Positive,90,2016,2,3,7.0
Adventure,The Curious Expedition,2016-09-02,Single player,14.99,False,Very Positive,74,2016,32,1,7.0
Adventure,The Curious Expedition,2016-09-02, Steam Achievements,14.99,False,Very Positive,74,2016,19,1,7.0
Adventure,The Curious Expedition,2016-09-02, Steam Trading Cards,14.99,False,Very Positive,74,2016,22,1,7.0
Adventure,The Curious Expedition,2016-09-02, Steam Workshop,14.99,False,Very Positive,74,2016,24,1,7.0
Adventure,The Curious Expedition,2016-09-02, Steam Cloud,14.99,False,Very Positive,74,2016,20,1,7.0
Indie,The Curious Expedition,2016-09-02,Single player,14.99,False,Very Positive,74,2016,32,3,7.0
Indie,The Curious Expedition,2016-09-02, Steam Achievements,14.99,False,Very Positive,74,2016,19,3,7.0
Indie,The Curious Expedition,2016-09-02, Steam Trading Cards,14.99,False,Very Positive,74,2016,22,3,7.0
Indie,The Curious Expedition,2016-09-02, Steam Workshop,14.99,False,Very Positive,74,2016,24,3,7.0
Indie,The Curious Expedition,2016-09-02, Steam Cloud,14.99,False,Very Positive,74,2016,20,3,7.0
RPG,The Curious Expedition,2016-09-02,Single player,14.99,False,Very Positive,74,2016,32,4,7.0
RPG,The Curious Expedition,2016-09-02, Steam Achievements,14.99,False,Very Positive,74,2016,19,4,7.0
RPG,The Curious Expedition,2016-09-02, Steam Trading Cards,14.99,False,Very Positive,74,2016,22,4,7.0
RPG,The Curious Expedition,2016-09-02, Steam Workshop,14.99,False,Very Positive,74,2016,24,4,7.0
RPG,The Curious Expedition,2016-09-02, Steam Cloud,14.99,False,Very Positive,74,2016,20,4,7.0
Simulation,The Curious Expedition,2016-09-02,Single player,14.99,False,Very Positive,74,2016,32,6,7.0
Simulation,The Curious Expedition,2016-09-02, Steam Achievements,14.99,False,Very Positive,74,2016,19,6,7.0
Simulation,The Curious Expedition,2016-09-02, Steam Trading Cards,14.99,False,Very Positive,74,2016,22,6,7.0
Simulation,The Curious Expedition,2016-09-02, Steam Workshop,14.99,False,Very Positive,74,2016,24,6,7.0
Simulation,The Curious Expedition,2016-09-02, Steam Cloud,14.99,False,Very Positive,74,2016,20,6,7.0
Strategy,The Curious Expedition,2016-09-02,Single player,14.99,False,Very Positive,74,2016,32,8,7.0
Strategy,The Curious Expedition,2016-09-02, Steam Achievements,14.99,False,Very Positive,74,2016,19,8,7.0
Strategy,The Curious Expedition,2016-09-02, Steam Trading Cards,14.99,False,Very Positive,74,2016,22,8,7.0
Strategy,The Curious Expedition,2016-09-02, Steam Workshop,14.99,False,Very Positive,74,2016,24,8,7.0
Strategy,The Curious Expedition,2016-09-02, Steam Cloud,14.99,False,Very Positive,74,2016,20,8,7.0
Adventure,Seasons after Fall,2016-09-02,Single player,14.99,False,Very Positive,75,2016,32,1,7.0
Adventure,Seasons after Fall,2016-09-02, Steam Achievements,14.99,False,Very Positive,75,2016,19,1,7.0
Adventure,Seasons after Fall,2016-09-02, Full controller support,14.99,False,Very Positive,75,2016,5,1,7.0
Adventure,Seasons after Fall,2016-09-02, Steam Trading Cards,14.99,False,Very Positive,75,2016,22,1,7.0
Adventure,Seasons after Fall,2016-09-02, Steam Cloud,14.99,False,Very Positive,75,2016,20,1,7.0
Indie,Seasons after Fall,2016-09-02,Single player,14.99,False,Very Positive,75,2016,32,3,7.0
Indie,Seasons after Fall,2016-09-02, Steam Achievements,14.99,False,Very Positive,75,2016,19,3,7.0
Indie,Seasons after Fall,2016-09-02, Full controller support,14.99,False,Very Positive,75,2016,5,3,7.0
Indie,Seasons after Fall,2016-09-02, Steam Trading Cards,14.99,False,Very Positive,75,2016,22,3,7.0
Indie,Seasons after Fall,2016-09-02, Steam Cloud,14.99,False,Very Positive,75,2016,20,3,7.0
Adventure,Tahira: Echoes of the Astral Empire,2016-08-31,Single player,14.99,False,Mostly Positive,66,2016,32,1,6.0
Adventure,Tahira: Echoes of the Astral Empire,2016-08-31, Steam Achievements,14.99,False,Mostly Positive,66,2016,19,1,6.0
Adventure,Tahira: Echoes of the Astral Empire,2016-08-31, Steam Trading Cards,14.99,False,Mostly Positive,66,2016,22,1,6.0
Adventure,Tahira: Echoes of the Astral Empire,2016-08-31, Steam Cloud,14.99,False,Mostly Positive,66,2016,20,1,6.0
Indie,Tahira: Echoes of the Astral Empire,2016-08-31,Single player,14.99,False,Mostly Positive,66,2016,32,3,6.0
Indie,Tahira: Echoes of the Astral Empire,2016-08-31, Steam Achievements,14.99,False,Mostly Positive,66,2016,19,3,6.0
Indie,Tahira: Echoes of the Astral Empire,2016-08-31, Steam Trading Cards,14.99,False,Mostly Positive,66,2016,22,3,6.0
Indie,Tahira: Echoes of the Astral Empire,2016-08-31, Steam Cloud,14.99,False,Mostly Positive,66,2016,20,3,6.0
RPG,Tahira: Echoes of the Astral Empire,2016-08-31,Single player,14.99,False,Mostly Positive,66,2016,32,4,6.0
RPG,Tahira: Echoes of the Astral Empire,2016-08-31, Steam Achievements,14.99,False,Mostly Positive,66,2016,19,4,6.0
RPG,Tahira: Echoes of the Astral Empire,2016-08-31, Steam Trading Cards,14.99,False,Mostly Positive,66,2016,22,4,6.0
RPG,Tahira: Echoes of the Astral Empire,2016-08-31, Steam Cloud,14.99,False,Mostly Positive,66,2016,20,4,6.0
Strategy,Tahira: Echoes of the Astral Empire,2016-08-31,Single player,14.99,False,Mostly Positive,66,2016,32,8,6.0
Strategy,Tahira: Echoes of the Astral Empire,2016-08-31, Steam Achievements,14.99,False,Mostly Positive,66,2016,19,8,6.0
Strategy,Tahira: Echoes of the Astral Empire,2016-08-31, Steam Trading Cards,14.99,False,Mostly Positive,66,2016,22,8,6.0
Strategy,Tahira: Echoes of the Astral Empire,2016-08-31, Steam Cloud,14.99,False,Mostly Positive,66,2016,20,8,6.0
Action,RunGunJumpGun,2016-08-31,Single player,7.99,False,Very Positive,82,2016,32,0,7.0
Action,RunGunJumpGun,2016-08-31, Steam Achievements,7.99,False,Very Positive,82,2016,19,0,7.0
Action,RunGunJumpGun,2016-08-31, Full controller support,7.99,False,Very Positive,82,2016,5,0,7.0
Action,RunGunJumpGun,2016-08-31, Steam Trading Cards,7.99,False,Very Positive,82,2016,22,0,7.0
Action,RunGunJumpGun,2016-08-31, Steam Cloud,7.99,False,Very Positive,82,2016,20,0,7.0
Indie,RunGunJumpGun,2016-08-31,Single player,7.99,False,Very Positive,82,2016,32,3,7.0
Indie,RunGunJumpGun,2016-08-31, Steam Achievements,7.99,False,Very Positive,82,2016,19,3,7.0
Indie,RunGunJumpGun,2016-08-31, Full controller support,7.99,False,Very Positive,82,2016,5,3,7.0
Indie,RunGunJumpGun,2016-08-31, Steam Trading Cards,7.99,False,Very Positive,82,2016,22,3,7.0
Indie,RunGunJumpGun,2016-08-31, Steam Cloud,7.99,False,Very Positive,82,2016,20,3,7.0
Action,Shiny,2016-08-31,Single player,9.99,False,Few Reviews,51,2016,32,0,0.0
Action,Shiny,2016-08-31, Steam Achievements,9.99,False,Few Reviews,51,2016,19,0,0.0
Action,Shiny,2016-08-31, Full controller support,9.99,False,Few Reviews,51,2016,5,0,0.0
Action,Shiny,2016-08-31, Steam Trading Cards,9.99,False,Few Reviews,51,2016,22,0,0.0
Indie,Shiny,2016-08-31,Single player,9.99,False,Few Reviews,51,2016,32,3,0.0
Indie,Shiny,2016-08-31, Steam Achievements,9.99,False,Few Reviews,51,2016,19,3,0.0
Indie,Shiny,2016-08-31, Full controller support,9.99,False,Few Reviews,51,2016,5,3,0.0
Indie,Shiny,2016-08-31, Steam Trading Cards,9.99,False,Few Reviews,51,2016,22,3,0.0
Action,Livelock,2016-08-30,Single player,9.99,False,Mostly Positive,73,2016,32,0,6.0
Action,Livelock,2016-08-30, Co op,9.99,False,Mostly Positive,73,2016,1,0,6.0
Action,Livelock,2016-08-30, Steam Achievements,9.99,False,Mostly Positive,73,2016,19,0,6.0
Action,Livelock,2016-08-30, Full controller support,9.99,False,Mostly Positive,73,2016,5,0,6.0
Action,Livelock,2016-08-30, Steam Trading Cards,9.99,False,Mostly Positive,73,2016,22,0,6.0
Action,Livelock,2016-08-30, Steam Cloud,9.99,False,Mostly Positive,73,2016,20,0,6.0
Adventure,Livelock,2016-08-30,Single player,9.99,False,Mostly Positive,73,2016,32,1,6.0
Adventure,Livelock,2016-08-30, Co op,9.99,False,Mostly Positive,73,2016,1,1,6.0
Adventure,Livelock,2016-08-30, Steam Achievements,9.99,False,Mostly Positive,73,2016,19,1,6.0
Adventure,Livelock,2016-08-30, Full controller support,9.99,False,Mostly Positive,73,2016,5,1,6.0
Adventure,Livelock,2016-08-30, Steam Trading Cards,9.99,False,Mostly Positive,73,2016,22,1,6.0
Adventure,Livelock,2016-08-30, Steam Cloud,9.99,False,Mostly Positive,73,2016,20,1,6.0
Indie,Livelock,2016-08-30,Single player,9.99,False,Mostly Positive,73,2016,32,3,6.0
Indie,Livelock,2016-08-30, Co op,9.99,False,Mostly Positive,73,2016,1,3,6.0
Indie,Livelock,2016-08-30, Steam Achievements,9.99,False,Mostly Positive,73,2016,19,3,6.0
Indie,Livelock,2016-08-30, Full controller support,9.99,False,Mostly Positive,73,2016,5,3,6.0
Indie,Livelock,2016-08-30, Steam Trading Cards,9.99,False,Mostly Positive,73,2016,22,3,6.0
Indie,Livelock,2016-08-30, Steam Cloud,9.99,False,Mostly Positive,73,2016,20,3,6.0
Action,N++ (NPLUSPLUS),2016-08-25,Single player,14.99,False,Overwhelmingly Positive,90,2016,32,0,8.0
Action,N++ (NPLUSPLUS),2016-08-25, Local Multi Player,14.99,False,Overwhelmingly Positive,90,2016,11,0,8.0
Action,N++ (NPLUSPLUS),2016-08-25, Local Co op,14.99,False,Overwhelmingly Positive,90,2016,10,0,8.0
Action,N++ (NPLUSPLUS),2016-08-25, Shared/Split Screen,14.99,False,Overwhelmingly Positive,90,2016,17,0,8.0
Action,N++ (NPLUSPLUS),2016-08-25, Steam Achievements,14.99,False,Overwhelmingly Positive,90,2016,19,0,8.0
Action,N++ (NPLUSPLUS),2016-08-25, Full controller support,14.99,False,Overwhelmingly Positive,90,2016,5,0,8.0
Action,N++ (NPLUSPLUS),2016-08-25, Steam Trading Cards,14.99,False,Overwhelmingly Positive,90,2016,22,0,8.0
Action,N++ (NPLUSPLUS),2016-08-25, Steam Cloud,14.99,False,Overwhelmingly Positive,90,2016,20,0,8.0
Strategy,Master of Orion,2016-02-26,Single player,29.99,False,Mixed,74,2016,32,8,4.0
Strategy,Master of Orion,2016-02-26, Multi player,29.99,False,Mixed,74,2016,13,8,4.0
Strategy,Master of Orion,2016-02-26, Steam Achievements,29.99,False,Mixed,74,2016,19,8,4.0
Strategy,Master of Orion,2016-02-26, Steam Trading Cards,29.99,False,Mixed,74,2016,22,8,4.0
Strategy,Master of Orion,2016-02-26, Steam Cloud,29.99,False,Mixed,74,2016,20,8,4.0
Strategy,Master of Orion,2016-02-26, Stats,29.99,False,Mixed,74,2016,18,8,4.0
Strategy,Master of Orion 3,2003-02-25,Single player,9.99,False,Mixed,64,2003,32,8,4.0
Adventure,Virginia,2016-09-22,Single player,9.99,False,Mixed,74,2016,32,1,4.0
Adventure,Virginia,2016-09-22, Steam Achievements,9.99,False,Mixed,74,2016,19,1,4.0
Adventure,Virginia,2016-09-22, Full controller support,9.99,False,Mixed,74,2016,5,1,4.0
Adventure,Virginia,2016-09-22, Steam Trading Cards,9.99,False,Mixed,74,2016,22,1,4.0
Adventure,Virginia,2016-09-22, Captions available,9.99,False,Mixed,74,2016,0,1,4.0
Adventure,Virginia,2016-09-22, Steam Cloud,9.99,False,Mixed,74,2016,20,1,4.0
Casual,Virginia,2016-09-22,Single player,9.99,False,Mixed,74,2016,32,2,4.0
Casual,Virginia,2016-09-22, Steam Achievements,9.99,False,Mixed,74,2016,19,2,4.0
Casual,Virginia,2016-09-22, Full controller support,9.99,False,Mixed,74,2016,5,2,4.0
Casual,Virginia,2016-09-22, Steam Trading Cards,9.99,False,Mixed,74,2016,22,2,4.0
Casual,Virginia,2016-09-22, Captions available,9.99,False,Mixed,74,2016,0,2,4.0
Casual,Virginia,2016-09-22, Steam Cloud,9.99,False,Mixed,74,2016,20,2,4.0
Indie,Virginia,2016-09-22,Single player,9.99,False,Mixed,74,2016,32,3,4.0
Indie,Virginia,2016-09-22, Steam Achievements,9.99,False,Mixed,74,2016,19,3,4.0
Indie,Virginia,2016-09-22, Full controller support,9.99,False,Mixed,74,2016,5,3,4.0
Indie,Virginia,2016-09-22, Steam Trading Cards,9.99,False,Mixed,74,2016,22,3,4.0
Indie,Virginia,2016-09-22, Captions available,9.99,False,Mixed,74,2016,0,3,4.0
Indie,Virginia,2016-09-22, Steam Cloud,9.99,False,Mixed,74,2016,20,3,4.0
Adventure,Metrico+,2016-08-23,Single player,13.99,False,Positive,66,2016,32,1,5.0
Adventure,Metrico+,2016-08-23, Steam Achievements,13.99,False,Positive,66,2016,19,1,5.0
Adventure,Metrico+,2016-08-23, Full controller support,13.99,False,Positive,66,2016,5,1,5.0
Adventure,Metrico+,2016-08-23, Steam Cloud,13.99,False,Positive,66,2016,20,1,5.0
Indie,Metrico+,2016-08-23,Single player,13.99,False,Positive,66,2016,32,3,5.0
Indie,Metrico+,2016-08-23, Steam Achievements,13.99,False,Positive,66,2016,19,3,5.0
Indie,Metrico+,2016-08-23, Full controller support,13.99,False,Positive,66,2016,5,3,5.0
Indie,Metrico+,2016-08-23, Steam Cloud,13.99,False,Positive,66,2016,20,3,5.0
nan,Duelyst,2016-08-23,Single player,0.0,False,Very Positive,82,2016,32,9,7.0
nan,Duelyst,2016-08-23, Multi player,0.0,False,Very Positive,82,2016,13,9,7.0
nan,Duelyst,2016-08-23, Online Multi Player,0.0,False,Very Positive,82,2016,15,9,7.0
nan,Duelyst,2016-08-23, Cross Platform Multiplayer,0.0,False,Very Positive,82,2016,3,9,7.0
nan,Duelyst,2016-08-23, Steam Achievements,0.0,False,Very Positive,82,2016,19,9,7.0
nan,Duelyst,2016-08-23, Steam Trading Cards,0.0,False,Very Positive,82,2016,22,9,7.0
nan,Duelyst,2016-08-23, In App Purchases,0.0,False,Very Positive,82,2016,7,9,7.0
Indie,Duelyst,2016-08-23,Single player,0.0,False,Very Positive,82,2016,32,3,7.0
Indie,Duelyst,2016-08-23, Multi player,0.0,False,Very Positive,82,2016,13,3,7.0
